region,production_field,2017,2018,2019,2020
        Смоленская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",54534293.9,55189174.9,53819855.4,54579627.0
        Смоленская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",6838794.2,8791434.4,12241584.4,13230839.7
        Смоленская область,Промышленное производство (промышленность),254871277.4,275139011.5,277344658.0,289326966.1
        Тамбовская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,145464.0,199560.8,291500.3,267666.1
        Тамбовская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,134328620.5,162991213.31,172108450.1,188201670.58
        Тамбовская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",16098686.8,15773001.0,15590773.0,14878456.32
        Тамбовская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",3101995.9,3496972.7,4236588.8,4313657.29
        Тамбовская область,Промышленное производство (промышленность),153674767.2,182460747.81,192227311.9,207661450.29
        Тверская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,754627.0,969682.1,759354.5,789317.0
        Тверская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,246184673.8,308286468.8,344052282.6,341532380.55
        Тверская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",94874218.1,103027741.3,99972424.2,92219041.6
        Тверская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",6239631.8,6676839.6,8314347.96,9371061.0
        Тверская область,Промышленное производство (промышленность),348053150.7,418960731.8,453098409.06,443911800.15
        Тульская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,5548336.4,6153013.6,7569838.2,8334138.3
        Тульская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,629921385.3,703296907.5,740950206.1,850736047.67
        Тульская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",49630401.2,49811737.6,55249687.5,55211893.3
        Тульская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",9425821.9,10445190.3,12821922.6,17931811.5
        Тульская область,Промышленное производство (промышленность),694525944.8,769706849.0,816591654.4,932213890.77
        Ярославская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1172159.0,1566211.9,1892185.3,1205598.3
        Ярославская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,338015811.9,390117032.2,395894307.87,420810277.3
        Ярославская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",43670556.9,45608189.6,44105943.0,46191636.0
        Ярославская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",9395536.4,9249431.3,10080127.7,11331135.7
        Ярославская область,Промышленное производство (промышленность),392254064.2,446540865.0,451972563.87,479538647.3
        Город Москва столица Российской Федерации город федерального значения,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1272415320.7,1808822841.3,1760325218.9,1092663698.4
        Город Москва столица Российской Федерации город федерального значения,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,5568602450.7,6413663232.2,7249902240.4,7529104650.3
        Город Москва столица Российской Федерации город федерального значения,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",756675440.8,783384439.7,783044638.8,964262427.1
        Город Москва столица Российской Федерации город федерального значения,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",125621254.7,154013891.0,176597209.8,195176446.2
        Город Москва столица Российской Федерации город федерального значения,Промышленное производство (промышленность),7723314466.9,9159884404.2,9969869308.39,9781207222.0
    Северо-Западный федеральный округ,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,844244403.9,1027683805.6,1129048880.0,947241910.0
    Северо-Западный федеральный округ,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,5178185365.26,6034734957.2,6267136384.52,6617290151.63
    Северо-Западный федеральный округ,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",582715863.87,618400827.04,680036514.36,660102481.17
    Северо-Западный федеральный округ,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",116340030.3,121158188.4,146359061.7,147522531.49
    Северо-Западный федеральный округ,Промышленное производство (промышленность),6721485663.13,7801977778.24,8222580840.28,8372157074.31
        Республика Карелия,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,73729067.8,83395342.6,91188860.3,88083157.0
        Республика Карелия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,93267985.1,121609921.75,126762282.53,126255184.93
        Республика Карелия,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",26676171.2,25664323.2,25678831.8,26728754.5
        Республика Карелия,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",3067391.0,4198154.6,3130042.4,4334907.2
        Республика Карелия,Промышленное производство (промышленность),196740615.1,234867742.15,246760017.03,245402003.63
        Республика Коми,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,314269797.7,400372547.2,425992069.0,303708239.3
        Республика Коми,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,170537208.73,194300579.76,199128119.23,190136442.48
        Республика Коми,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",47107879.9,44612610.9,43013227.53,42455955.55
        Республика Коми,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",5715272.0,6331439.2,8307481.0,8915997.3
        Республика Коми,Промышленное производство (промышленность),537630158.33,645617177.06,676440896.76,545216634.63
        Архангельская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,294998009.4,385401767.4,393050127.4,286207903.7
        Архангельская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,310668820.7,247566785.6,194721562.6,260857083.28
        Архангельская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",36673806.3,34885933.9,38353995.2,41400918.82
        Архангельская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",5767021.6,5958788.8,6181315.5,6543248.07
        Архангельская область,Промышленное производство (промышленность),648107658.0,673813275.7,632307000.7,595009153.87
            Ненецкий автономный округ (Архангельская область),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,267857887.6,352133840.4,359496314.3,255509734.0
            Ненецкий автономный округ (Архангельская область),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,21433913.5,14916142.3,1553084.9,1713211.5
            Ненецкий автономный округ (Архангельская область),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",3832246.7,3062515.6,3991386.3,5041518.4
            Ненецкий автономный округ (Архангельская область),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",478734.1,465222.2,473744.5,691191.95
            Ненецкий автономный округ (Архангельская область),Промышленное производство (промышленность),293602781.9,370577720.5,365514530.0,262955655.85
            Архангельская область (кроме Ненецкого автономного округа),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,27140121.8,33267927.0,33553813.1,30698169.7
            Архангельская область (кроме Ненецкого автономного округа),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,289234907.2,232650643.3,193168477.7,259143871.78
            Архангельская область (кроме Ненецкого автономного округа),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",32841559.6,31823418.3,34362608.9,36359400.42
            Архангельская область (кроме Ненецкого автономного округа),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",5288287.5,5493566.6,5707571.0,5852056.12
            Архангельская область (кроме Ненецкого автономного округа),Промышленное производство (промышленность),354504876.1,303235555.2,266792470.7,332053498.02
        Вологодская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,632013.8,797622.2,634218.6,612397.6
        Вологодская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,572244453.13,692721179.59,704649049.85,728137683.51
        Вологодская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",40646493.47,40464331.84,41971419.33,40112366.04
        Вологодская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",7871897.2,7058780.9,10032570.2,8572731.6
        Вологодская область,Промышленное производство (промышленность),621394857.6,741041914.53,757287257.98,777435178.75
        Калининградская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,18259871.8,18428163.6,18593404.5,14788998.7
        Калининградская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,464119224.3,576618326.9,599548151.21,579414803.93
        Калининградская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",28773085.8,37791453.4,46186085.2,49918467.8
        Калининградская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",6013155.9,6432616.2,7572415.7,7709618.2
        Калининградская область,Промышленное производство (промышленность),517165337.8,639270560.1,671900056.61,651831888.63
        Ленинградская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,11402281.9,15857470.2,15726564.1,15391484.6
        Ленинградская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,909007747.5,1095744590.0,1115017076.8,1091256081.5
        Ленинградская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",99029137.3,130252161.3,177690556.0,169188746.4
        Ленинградская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",13257350.7,13540108.6,17700775.7,21499182.3
        Ленинградская область,Промышленное производство (промышленность),1032696517.4,1255394330.1,1326134972.6,1297335494.8
        Мурманская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,107972566.2,96258308.2,143328936.4,199187594.0
        Мурманская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,160154261.7,185431317.6,321233236.2,745236878.3
        Мурманская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",58975777.8,57998716.0,59980538.0,54903783.96
        Мурманская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",9217014.2,9251317.4,8823253.0,9779329.72
        Мурманская область,Промышленное производство (промышленность),336319619.9,348939659.2,533365963.6,1009107586.0
        Новгородская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1593288.9,1178197.8,1153230.8,962587.4
        Новгородская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,181982321.9,201188437.3,202563486.8,208251704.2
        Новгородская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",19405068.2,21581520.4,19871297.8,19773169.6
        Новгородская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",2997970.8,3338771.8,3462125.6,3380896.0
        Новгородская область,Промышленное производство (промышленность),205978649.6,227286927.3,227050140.7,232368357.2
        Псковская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1370713.6,1958914.6,2104658.3,2401920.1
        Псковская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,94886638.5,103644095.6,124228414.6,122905954.9
        Псковская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",11490579.3,11760316.2,11741784.8,12002802.0
        Псковская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",4533935.6,5512513.5,5669441.2,5413324.7
        Псковская область,Промышленное производство (промышленность),112281867.0,122875839.9,143744298.9,142724001.7
        Город Санкт-Петербург город федерального значения,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,20016792.8,24035471.8,37276810.6,35897627.6
        Город Санкт-Петербург город федерального значения,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,2221316703.7,2615909723.1,2679285004.7,2564838334.6
        Город Санкт-Петербург город федерального значения,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",213937864.6,213389459.9,215548778.7,203617516.5
        Город Санкт-Петербург город федерального значения,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",57899021.3,59535697.4,75479641.4,71373296.4
        Город Санкт-Петербург город федерального значения,Промышленное производство (промышленность),2513170382.4,2912870352.2,3007590235.4,2875726775.1
    Южный федеральный округ (с 29.07.2016),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,374341548.1,517447717.7,514510487.9,359844881.7
    Южный федеральный округ (с 29.07.2016),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,2615541248.81,3034680824.44,2989257792.66,2788395586.72
    Южный федеральный округ (с 29.07.2016),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",384785055.7,435468535.42,432802412.7,445865880.07
    Южный федеральный округ (с 29.07.2016),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",83770043.89,106055187.82,110645939.66,109166892.38
    Южный федеральный округ (с 29.07.2016),Промышленное производство (промышленность),3458437896.5,4093652265.38,4047216632.92,3703273240.77
        Республика Адыгея (Адыгея),ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,2740092.8,3392743.3,3709522.0,2422944.4
        Республика Адыгея (Адыгея),ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,47823191.7,52529038.9,50080386.5,51784957.4
        Республика Адыгея (Адыгея),"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",2346320.3,2427567.1,2533431.5,4870689.2
        Республика Адыгея (Адыгея),"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",1807043.3,1502524.9,1757984.6,1934553.5
        Республика Адыгея (Адыгея),Промышленное производство (промышленность),54716648.1,59851874.2,58081324.6,61013144.5
        Республика Калмыкия,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,1234910.4,930010.74,695091.98,604967.3
        Республика Калмыкия,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",2054490.5,2699669.8,2905599.4,4114195.2
        Республика Калмыкия,Промышленное производство (промышленность),5312961.7,6060863.26,5913083.23,6619456.4
        Республика Крым,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,10786642.2,14372450.2,10992783.3,12350320.9
        Республика Крым,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,78646762.04,93537356.82,99091919.7,100422035.18
        Республика Крым,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",35383015.9,37020516.6,37760565.2,49583786.2
        Республика Крым,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",6175076.2,6455084.3,8500351.9,8987761.7
        Республика Крым,Промышленное производство (промышленность),130991496.34,151385407.92,156345620.1,171343903.98
        Краснодарский край,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,53142476.7,52498279.3,64340657.7,24330834.5
        Краснодарский край,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,923475501.3,1025101413.11,967478970.09,918998326.79
        Краснодарский край,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",110398691.8,121025441.72,117414456.28,113499769.26
        Краснодарский край,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",28503567.7,32338767.3,31225229.01,30522965.28
        Краснодарский край,Промышленное производство (промышленность),1115520237.5,1230963901.43,1180459313.08,1087351895.83
        Астраханская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,226960972.4,346022363.8,339167957.3,249844173.9
        Астраханская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,53839490.4,61945738.9,76914575.7,76028083.9
        Астраханская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",27700172.2,27806375.5,29213093.3,29929257.8
        Астраханская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",4784234.19,6108790.8,5461715.9,6497362.3
        Астраханская область,Промышленное производство (промышленность),313284869.19,441883269.0,450757342.2,362298877.9
        Волгоградская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,47984776.0,63480491.0,58875263.5,34272695.0
        Волгоградская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,724306128.6,882562977.7,905402776.03,775584323.2
        Волгоградская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",66846910.7,71872041.8,72771334.54,72780640.71
        Волгоградская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",14640566.8,16831964.3,20860389.9,21630796.2
        Волгоградская область,Промышленное производство (промышленность),853778382.1,1034747474.8,1057909763.97,904268455.11
        Ростовская область,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,29664232.1,33456880.3,34041272.2,34206877.9
        Ростовская область,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,772905048.77,906802757.97,873734891.06,849342841.85
        Ростовская область,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",133563445.8,153514344.2,165944219.38,162209551.2
        Ростовская область,"ВОДОСНАБЖЕНИЕ; ВОДООТВЕДЕНИЕ, ОРГАНИЗАЦИЯ СБОРА И УТИЛИЗАЦИИ ОТХОДОВ, ДЕЯТЕЛЬНОСТЬ ПО ЛИКВИДАЦИИ ЗАГРЯЗНЕНИЙ",25735659.3,39490323.5,39219991.1,35589982.2
        Ростовская область,Промышленное производство (промышленность),961868385.57,1133264305.97,1112940373.74,1081349253.15
        Город федерального значения Севастополь,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,13310215.6,11271530.3,15859181.6,15630051.1
        Город федерального значения Севастополь,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",6492008.5,19102578.7,4259713.1,8877990.5
        Город федерального значения Севастополь,Промышленное производство (промышленность),22964916.0,35495168.8,24809812.0,29028253.9
    Северо-Кавказский федеральный округ,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,26446850.9,26105152.6,26904380.3,24562349.1
    Северо-Кавказский федеральный округ,ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,405290082.4,438133217.15,434785376.3,448774599.53
    Северо-Кавказский федеральный округ,"ОБЕСПЕЧЕНИЕ ЭЛЕКТРИЧЕСКОЙ ЭНЕРГИЕЙ, ГАЗОМ И ПАРОМ; КОНДИЦИОНИРОВАНИЕ ВОЗДУХА",142494401.2,148583655.55,142727690.3,146244548.2
