region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
    Северо-Западный федеральный округ,"        Производство электронных компонентов, аппаратуры для радио, телевидения и связи",35830305.95,41340466.93,66237935.88,68729798.55,45553699.59,64998145.2,74921993.3,90946897.96,82766586.33,93354022.33,103353623.3,95405878.27
    Северо-Западный федеральный округ,"        Производство медицинских изделий; средств измерений, контроля, управления и испытаний; оптических приборов, фото- и кинооборудования; часов",17520927.27,19548419.12,24353249.12,28673320.15,35709109.1,44027919.3,54157938.43,51123945.72,59142463.55,66260866.82,105534001.6,77203216.83
    Северо-Западный федеральный округ,    Подраздел DM ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И  ОБОРУДОВАНИЯ,91028108.86,111517535.1,139271009.9,190306193.2,186009119.6,304626032.22,515955784.11,688369845.37,847370764.46,795146944.58,701092968.7,642244898.66
    Северо-Западный федеральный округ,"        Производство автомобилей, прицепов и полуприцепов",19759959.3,40195980.05,74651353.09,104399809.5,80134432.8,178794984.52,383200184.45,533134539.9,525964632.9,511263731.9,388794147.9,362675790.52
    Северо-Западный федеральный округ,"        Производство судов, летательных и космических аппаратов и прочих транспортных средств",71268149.56,71321555.06,64619656.83,85906383.67,105874686.8,125831048.7,132755599.66,155235305.47,321406131.56,283883212.68,312298820.8,279569108.14
    Северо-Западный федеральный округ,                Строительство и ремонт судов,,,,,,95337785.3,,,,,,
    Северо-Западный федеральный округ,    Подраздел DN ПРОЧИЕ ПРОИЗВОДСТВА,27284276.75,36148291.68,40164278.95,50291199.14,35003856.76,55995087.5,66103497.56,63096095.28,65405886.96,95483425.12,122301928.5,84348418.45
    Северо-Западный федеральный округ,"        Производство мебели и прочей продукции, не включенной в другие группировки",15265484.76,22151934.89,24260982.0,33988803.85,27453886.89,39792772.1,44965339.91,45361766.41,47567490.69,70875377.74,88177361.7,64875085.7
    Северо-Западный федеральный округ,        Обработка вторичного сырья,12018791.99,13996356.79,15903296.95,16302395.29,7549969.87,16202315.4,21138157.65,17734328.87,17838396.27,24608047.38,34124566.8,19473332.75
    Северо-Западный федеральный округ,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",191670000.6,213952977.9,257644248.0,272304116.5,330780415.5,397411990.7,458889466.61,473140583.46,543409043.57,566181806.09,532267473.44,598388166.17
    Северо-Западный федеральный округ,"Добыча и обогащение прочих полезных ископаемых, не включенных в другие группировки",,,,,,1935244.3,,,,,,
    Северо-Западный федеральный округ,Добыча и обогащение руд прочих цветных металлов,,,,,,913522.2,,,,,,
    Северо-Западный федеральный округ,"Добыча полезных ископаемых; обрабатывающие производства; производство и распределение электроэнергии, газа и воды",1475973385.0,1737490444.0,2131017401.0,2624110886.0,,3560836674.52,4430722172.0,4945517881.0,,,,
    Северо-Западный федеральный округ,"Продукция прочих материалов и веществ, не включенных в другие группировки",6227236.1,5343286.0,6518205.7,,,15506469.2,13176171.75,17901177.6,,,,
    Северо-Западный федеральный округ,Производство кокса и нефтепродуктов,50782955.8,54237358.65,64990603.97,79568760.4,429036738.7,533259728.9,734139353.9,857211568.9,747537219.72,861982055.7,704075591.8,682308319.8
    Северо-Западный федеральный округ,Производство машин и оборудования (без производства оружия и боеприпасов),51192476.51,66195969.56,93301012.63,140573135.7,100338919.8,138079559.2,149903085.91,172396032.53,180415299.6,185275722.58,245644532.9,193083161.82
    Северо-Западный федеральный округ,Производство отливок из легких металлов и  прочих цветных металлов,,,,,,269279.4,,,,,,
    Северо-Западный федеральный округ,"Производство, передача и распределение электроэнергии, газа, пара и горячей воды",178402505.3,198140533.6,240613674.8,251751573.2,310132239.5,374055834.0,434876658.91,448229547.16,517005878.77,538833559.18,502912113.2,565772883.65
    Северо-Западный федеральный округ,"Сбор, очистка и распределение воды",13185697.7,15812444.36,17030573.15,20552543.32,,23356154.7,24012807.7,24911036.3,26403164.8,27348246.91,29355360.24,32615282.52
    Северо-Западный федеральный округ,"            Сбор, очистка и распределение воды",,,,20552543.32,,23356154.7,,24911036.3,,,,
    Северо-Западный федеральный округ,"                Сбор, очистка и распределение воды",,,,20552543.32,20648176.0,23356154.7,24012807.7,,,,,
        Республика Карелия,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,20227908.5,17315374.6,22627434.2,27768496.5,17029990.9,35188116.4,51771890.4,48761729.93,51004030.9,49048188.4,46285683.8,52404932.95
        Республика Карелия,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,31302698.9,36610302.3,44272537.5,47892877.98,40963386.55,51968500.1,56071753.8,54157839.75,46613802.35,55435161.08,76438873.6,86809162.9
        Республика Карелия,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",9107547.9,10086522.5,9983067.0,11081286.38,13194338.2,16453276.4,17976873.6,19825343.27,20717154.8,21842681.85,24763806.5,28364643.4
        Республика Коми,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,78787815.3,95499295.2,91247722.2,125953798.0,127253904.9,166406357.5,204529185.2,237306075.1,248967810.1,249067732.4,295708193.3,295261952.7
        Республика Коми,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,70478469.1,82224576.5,86494383.8,88213316.5,87279038.4,100922995.9,135496517.34,147305197.25,158457842.7,161947225.6,175276726.1,164306821.52
        Республика Коми,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",16074050.4,23097629.0,20576044.9,24315611.5,30122821.4,34420839.2,35957944.29,36422990.76,39848534.6,43161154.6,43971205.0,45514196.75
        Архангельская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,43464926.7,51683344.8,78513547.2,90814537.05,141694162.1,155734027.8,174091758.42,178970667.0,184482353.9,194882284.5,235591598.7,257676185.5
        Архангельская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,64488254.54,58911916.5,68046508.55,86748319.65,62539233.35,98361769.3,101946910.95,119015393.92,264883580.15,155500052.91,173404818.9,168026406.8
        Архангельская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",14521554.8,20795151.8,18929397.2,20998990.53,24661718.67,28726812.0,30895324.47,32406301.12,34061290.24,33852958.7,35333351.5,36681740.76
            Ненецкий автономный округ (Архангельская область),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,41898040.3,50635724.7,77580971.0,88966252.2,139683279.7,153567368.7,171225348.1,176813929.1,181672646.7,187517356.5,217123363.1,233011811.8
            Ненецкий автономный округ (Архангельская область),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,345181.6,426650.2,497776.6,573406.5,802335.7,1150019.5,847765.6,1154483.2,1092263.6,5783208.5,12532100.2,22369724.8
            Ненецкий автономный округ (Архангельская область),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",500281.1,667846.5,716972.9,927013.8,1383699.3,1691539.6,1841768.1,2077923.5,2655141.4,3075614.3,3170651.4,3908564.2
            Архангельская область (без АО),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,2166659.1,2866410.32,2156737.9,2809707.2,7364928.0,,24664373.7
            Архангельская область (без АО),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,97211749.8,101099145.35,117860910.72,263791316.55,149716844.41,,145656682.0
            Архангельская область (без АО),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,27035272.4,29053556.37,30328377.62,31406148.84,30777344.4,,32773176.56
            Архангельская область (кроме Ненецкого автономного округа),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,,,,,,18468235.6,24664373.7
            Архангельская область (кроме Ненецкого автономного округа),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,,,,,160872718.7,145656682.0
            Архангельская область (кроме Ненецкого автономного округа),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,,,,,,32162700.1,32773176.56
        Вологодская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,163110.4,206940.2,258861.3,311996.5,287601.4,348667.8,359398.1,436591.1,495350.5,395500.1,589142.0,554460.2
        Вологодская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,213085158.9,236959776.9,292699739.6,375166699.2,235523419.2,319956073.6,400082399.7,388255123.58,374616369.03,409032720.75,498161518.49,515013392.38
        Вологодская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",17217661.9,20245818.3,20023396.3,21749848.0,24060882.2,29536865.6,27596102.5,30940964.11,33740111.05,35580632.2,40875661.34,43212650.25
        Калининградская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12486607.2,12828823.3,13800105.8,15106185.21,13290001.2,13034156.8,16594481.9,17127509.41,15302487.34,13083877.42,14828736.4,14843351.6
        Калининградская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,61612963.8,106265265.6,164536381.9,193984932.6,157167522.9,216767011.8,275795280.46,325691322.67,339318267.14,419356992.36,422286936.8,424135858.38
        Калининградская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",7611701.4,9285391.84,11653715.8,13973613.9,15192950.51,18293105.8,25111972.1,20321758.3,21825383.16,22685490.15,22987621.3,26571986.86
        Ленинградская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,4129574.8,5911791.6,7460873.9,11000121.85,8447306.5,8314328.2,9383976.02,15530613.85,15864449.21,14400804.35,13219715.4,11460817.8
        Ленинградская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,162569961.9,205677148.3,244352349.7,315967166.5,318177895.1,376894053.5,449542978.67,504378137.39,519640142.56,645072810.67,851522080.3,899579550.69
        Ленинградская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",31720121.1,36580358.65,42783440.25,52396669.7,64824865.6,77932107.7,103227937.5,106698039.55,137956059.01,149173211.65,99767596.1,105308067.9
        Мурманская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,27035517.9,29476683.4,35361593.3,60270326.6,46719377.5,62384089.6,82722196.1,78943641.2,93187144.4,82162778.0,106425986.2,124267226.4
        Мурманская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,45558359.7,54699752.79,64201204.7,50921401.27,52570155.94,88592867.6,87229302.6,96299074.86,88347396.62,114264694.83,147939773.7,139900746.91
        Мурманская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",23278412.5,23038701.61,25804844.6,30183504.94,36154540.2,43397867.6,48568331.6,52005392.0,57105692.3,55741153.29,56927389.0,62036019.46
        Новгородская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,180970.9,244969.05,185722.85,338392.0,547394.1,626411.8,958869.5,1106234.8,1243647.2,1638190.7,2414111.5,3735095.6
        Новгородская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,52412422.15,59269982.85,73161737.65,97937464.73,80261848.1,99844526.7,119361552.0,124883534.35,129436217.92,150602611.29,189449897.7,191679854.47
        Новгородская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",7544750.6,8397316.5,6754090.75,8300817.5,9942113.1,11479644.9,11681523.7,13172130.6,13527870.0,14894867.96,15918278.5,21294012.14
        Псковская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,92346.0,136528.3,270817.4,408653.1,453073.6,277685.9,441142.2,656143.6,905181.7,982768.7,1250201.9,1055714.4
        Псковская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,22475024.7,26226396.75,34816550.02,40507389.1,33980778.53,47185633.6,61752499.9,62389647.95,64413155.9,63522598.5,81734479.8,85900659.64
        Псковская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",5044821.9,5656661.3,5903088.7,6424066.2,7675173.1,9360646.2,10459903.3,10423030.3,10928826.8,10541807.0,10565177.6,11267833.7
        Город Санкт-Петербург город федерального значения,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1260649.6,1175607.5,1069672.55,1381374.7,800859.6,1721743.1,3164887.88,1768749.6,10019280.4,14725563.3,16797739.1,13233962.1
        Город Санкт-Петербург город федерального значения,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,372490642.9,442212990.0,549995408.9,721113320.2,994090280.5,1318895666.82,1740535724.51,2069394070.02,1976411810.23,2089706587.86,2263057200.8,2062005158.97
        Город Санкт-Петербург город федерального значения,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",59549378.11,56769426.44,95233162.49,82879707.88,104951012.5,127810825.3,147413553.55,150924633.45,173698121.61,178707848.69,181157386.6,218137014.95
    Южный федеральный округ (по 2009 год),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,54017816.91,67544748.91,75544420.56,86456130.96,83003241.68,100646939.4,126772100.8,174214289.58,203156093.96,,,
    Южный федеральный округ (по 2009 год),    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,48748346.7,60489321.42,65621003.5,74181843.8,73347632.2,87481121.6,112460727.7,155553961.5,184157709.9,,,
    Южный федеральный округ (по 2009 год),"        Добыча каменного угля,бурого угля и торфа",6020977.4,7394426.7,11311482.7,17261940.5,8419579.0,9015015.8,12655642.8,12788997.3,10275390.8,,,
    Южный федеральный округ (по 2009 год),        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,42727369.3,53094894.72,54309520.8,56919903.3,64928053.2,78466105.8,99805084.9,142764964.2,173882319.1,,,
    Южный федеральный округ (по 2009 год),        Добыча урановой и ториевой руд,,,,,,,0.0,,,,,
    Южный федеральный округ (по 2009 год),"    Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ",5269470.21,7055427.49,9923417.06,12274287.16,9655609.48,13165816.8,14311373.1,18660328.08,18998384.06,,,
    Южный федеральный округ (по 2009 год),        Добыча металлических руд,316120.0,604016.12,633229.5,709753.2,695612.0,960479.6,964078.9,1106797.8,1266712.5,,,
    Южный федеральный округ (по 2009 год),        Добыча прочих полезных ископаемых,4953350.21,6451411.37,9290187.56,11564533.96,8959997.48,12205337.2,13347294.2,17553530.28,17731671.56,,,
    Южный федеральный округ (по 2009 год),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,612207208.7,739093009.0,955006015.3,1234107351.0,1042129678.0,1350249922.0,1589314264.65,1803815617.05,1903950279.98,,,
    Южный федеральный округ (по 2009 год),"    Подраздел DA ПРОИЗВОДСТВО ПИЩЕВЫХ ПРОДУКТОВ, ВКЛЮЧАЯ НАПИТКИ, И ТАБАКА",174066797.9,206958235.7,259894341.4,320135452.2,334952160.0,390106039.5,444378454.57,504402100.86,509482749.31,,,
    Южный федеральный округ (по 2009 год),"        Производство пищевых продуктов, включая напитки",162755031.4,193923036.7,248085776.4,306500738.0,317457076.9,368753169.6,420531988.77,476692963.26,477096796.51,,,
    Южный федеральный округ (по 2009 год),        Производство табачных изделий,11299270.7,13035199.01,11808565.0,13634714.2,17495083.1,21352869.9,23846465.8,27709137.6,32385952.8,,,
    Южный федеральный округ (по 2009 год),    Подраздел DB ТЕКСТИЛЬНОЕ И ШВЕЙНОЕ ПРОИЗВОДСТВО,10152216.37,11802943.61,15632790.7,19290252.18,16388204.46,22325660.63,25834479.71,24556018.19,31076814.02,,,
    Южный федеральный округ (по 2009 год),        Текстильное производство,2562133.12,3269561.21,5510020.48,6508701.16,6253972.51,8126867.4,7966054.09,6672028.79,9456786.32,,,
    Южный федеральный округ (по 2009 год),        Производство одежды; выделка и крашение меха,7590083.25,8533382.4,10122770.22,12781551.02,10134231.95,14198791.23,17868425.62,17883989.4,21620027.7,,,
    Южный федеральный округ (по 2009 год),"    Подраздел DC ПРОИЗВОДСТВО КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ И ПРОИЗВОДСТВО ОБУВИ",1360360.3,1907549.4,2375980.38,2552348.8,2302534.3,3425515.0,4138173.3,4292723.19,5503323.7,,,
    Южный федеральный округ (по 2009 год),"        Производство кожи, изделий из кожи и производство обуви",1360360.34,1907549.38,2375980.38,2552348.8,2302534.3,3425515.0,4138173.3,4292723.19,5503323.7,,,
    Южный федеральный округ (по 2009 год),    Подраздел DD ОБРАБОТКА ДРЕВЕСИНЫ И ПРОИЗВОДСТВО ИЗДЕЛИЙ  ИЗ ДЕРЕВА,4859851.5,4165866.1,5658610.14,6303571.48,4432796.7,4495672.5,8535156.59,9356242.35,8843499.92,,,
    Южный федеральный округ (по 2009 год),"        Обработка древесины и производство изделий из дерева и пробки, кроме мебели",4859851.7,4165865.8,5658610.16,6303571.48,4432796.7,4495672.5,8535156.59,9356242.35,8843499.92,,,
    Южный федеральный округ (по 2009 год),    Подраздел DE ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ПРОИЗВОДСТВО;  ИЗДАТЕЛЬСКАЯ И ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,12589764.21,14845614.43,18065928.79,22278928.36,21951855.02,25524697.9,28127600.52,29484394.51,32302641.31,,,
    Южный федеральный округ (по 2009 год),"        Производство целлюлозы, древесной массы, бумаги, картона и изделий из них",6747970.32,8798354.21,8450152.92,8381111.82,8964047.4,12535966.0,15535027.7,16020374.33,18007305.6,,,
    Южный федеральный округ (по 2009 год),"        Издательская и полиграфическая деятельность, тиражирование записанных носителей информации",5841793.89,6047260.22,9615775.87,13897816.54,12987807.62,12988732.9,12592572.82,13464020.18,14295335.71,,,
    Южный федеральный округ (по 2009 год),    Подраздел DG ХИМИЧЕСКОЕ ПРОИЗВОДСТВО,46425490.48,48439073.6,61072338.88,109456762.9,79306675.61,106643775.7,125837044.9,120820272.03,135633562.09,,,
    Южный федеральный округ (по 2009 год),        Химическое производство,46425490.75,48439073.6,61072339.28,109456762.9,79306675.61,106643775.7,125837044.9,120820272.03,135633562.09,,,
    Южный федеральный округ (по 2009 год),    Подраздел DH ПРОИЗВОДСТВО РЕЗИНОВЫХ И ПЛАСТМАССОВЫХ ИЗДЕЛИЙ,11074810.97,15133775.67,22865734.94,32361293.92,28557016.6,39018928.0,43038103.6,48265899.5,54795364.78,,,
    Южный федеральный округ (по 2009 год),        Производство резиновых и пластмассовых изделий,11074810.67,15133776.14,22865734.93,32361293.92,28557016.6,39018928.0,43038103.6,48265899.5,54795364.78,,,
    Южный федеральный округ (по 2009 год),    Подраздел DI ПРОИЗВОДСТВО ПРОЧИХ НЕМЕТАЛЛИЧЕСКИХ МИНЕРАЛЬНЫХ ПРОДУКТОВ,44781719.62,56143606.78,89288473.64,109173203.8,79420601.06,94518518.65,110281480.58,130314175.6,138244388.58,,,
    Южный федеральный округ (по 2009 год),        Производство прочих неметаллических минеральных продуктов,44781719.14,56143606.57,89288473.69,109173203.8,79420601.06,94518518.65,110281480.58,130314175.6,138244388.58,,,
    Южный федеральный округ (по 2009 год),    Подраздел DJ МЕТАЛЛУРГИЧЕСКОЕ ПРОИЗВОДСТВО И  ПРОИЗВОДСТВО ГОТОВЫХ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ,99387548.65,121629533.1,151393427.7,184267906.8,127896605.5,193173280.2,221610338.9,233527886.74,239725454.05,,,
    Южный федеральный округ (по 2009 год),        Металлургическое производство,79491709.6,94480213.25,118229810.5,133939893.5,86693273.25,143346549.8,164876584.6,176508900.2,177589451.4,,,
    Южный федеральный округ (по 2009 год),        Производство готовых металлических изделий,19895839.05,27149319.84,33163617.21,50328013.25,41203332.25,49826729.4,56733754.3,57018986.54,62136002.65,,,
    Южный федеральный округ (по 2009 год),"    Подраздел DL ПРОИЗВОДСТВО ЭЛЕКТРООБОРУДОВАНИЯ,  ЭЛЕКТРОННОГО И ОПТИЧЕСКОГО ОБОРУДОВАНИЯ",15632853.55,20816949.83,27140977.82,31608508.41,30244428.79,40255490.7,43882652.83,50113910.61,47516502.42,,,
    Южный федеральный округ (по 2009 год),        Производство офисного оборудования и вычислительной техники,25653.9,729508.68,760743.5,629283.8,518091.2,951164.0,926155.8,1131161.8,916457.2,,,
    Южный федеральный округ (по 2009 год),        Производство электрических машин и электрооборудования,7311109.75,9631500.97,13262896.03,16445536.43,12160357.74,18989063.4,22143439.2,24845420.58,23259846.37,,,
    Южный федеральный округ (по 2009 год),"        Производство электронных компонентов, аппаратуры для радио, телевидения и связи",2335758.7,2797283.25,3237238.24,4804392.19,5747348.1,6754166.0,6662687.0,7059086.2,7335800.9,,,
    Южный федеральный округ (по 2009 год),"        Производство медицинских изделий; средств измерений, контроля, управления и испытаний; оптических приборов, фото- и кинооборудования; часов",5032763.8,7658656.93,9880100.05,9729295.99,11818631.75,13561096.3,14150370.83,17078242.03,16004397.95,,,
    Южный федеральный округ (по 2009 год),    Подраздел DM ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И  ОБОРУДОВАНИЯ,40679527.31,49765981.83,73428302.75,95068464.55,59634155.33,78623112.0,96581755.11,117310960.6,130948301.47,,,
    Южный федеральный округ (по 2009 год),"        Производство автомобилей, прицепов и полуприцепов",16297405.13,20151679.84,37564604.55,45706727.6,17028109.3,26368474.1,29342047.4,28483291.66,29588561.81,,,
    Южный федеральный округ (по 2009 год),"        Производство судов, летательных и космических аппаратов и прочих транспортных средств",24382122.18,29614301.99,35863698.2,49361736.95,42606046.03,52254636.9,67239707.71,88827668.94,101359739.66,,,
    Южный федеральный округ (по 2009 год),                Строительство и ремонт судов,,,,,,8047747.9,,,,,,
    Южный федеральный округ (по 2009 год),    Подраздел DN ПРОЧИЕ ПРОИЗВОДСТВА,12337056.27,13219719.27,19176563.82,30017075.72,19298591.2,24666608.8,27087276.5,38903326.99,37291359.7,,,
    Южный федеральный округ (по 2009 год),"        Производство мебели и прочей продукции, не включенной в другие группировки",6315096.72,8038284.2,11863617.04,17063119.76,14200259.4,15413627.0,18157485.1,21673306.89,17388926.4,,,
    Южный федеральный округ (по 2009 год),        Обработка вторичного сырья,6021959.55,5181435.08,7312946.77,12953955.96,5098331.8,9252979.8,8929791.4,17230020.1,19902433.3,,,
    Южный федеральный округ (по 2009 год),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",159789623.3,170755662.3,178781325.6,222045617.1,262474977.2,305211020.7,363584068.06,363284365.83,409936284.66,,,
    Южный федеральный округ (по 2009 год),"Добыча и обогащение прочих полезных ископаемых, не включенных в другие группировки",,,,,,28550.0,,,,,,
    Южный федеральный округ (по 2009 год),Добыча и обогащение руд прочих цветных металлов,,,,,,309567.4,,,,,,
    Южный федеральный округ (по 2009 год),"Добыча полезных ископаемых; обрабатывающие производства; производство и распределение электроэнергии, газа и воды",826014648.9,977393420.2,1209331761.0,1542609099.0,,1756107882.0,2079670434.0,2341314272.0,,,,
    Южный федеральный округ (по 2009 год),"Продукция прочих материалов и веществ, не включенных в другие группировки",4326162.8,5008175.8,5469041.6,,,10088556.1,12838437.1,12665849.7,,,,
    Южный федеральный округ (по 2009 год),Производство кокса и нефтепродуктов,96664758.56,122867952.3,144703533.1,190273892.1,168328626.9,253279612.6,315897624.3,390884197.4,416468324.35,,,
    Южный федеральный округ (по 2009 год),Производство машин и оборудования (без производства оружия и боеприпасов),37868290.22,46388031.39,58839969.1,73336864.66,60400706.64,64104456.6,81245686.14,88917658.78,93274736.58,,,
    Южный федеральный округ (по 2009 год),Производство отливок из легких металлов и  прочих цветных металлов,,,,,,68400.0,,,,,,
    Южный федеральный округ (по 2009 год),"Производство, передача и распределение электроэнергии, газа, пара и горячей воды",148890832.6,157757046.3,162970822.1,203485258.7,240437692.9,280841087.2,336848531.35,335848246.87,381203710.38,,,
    Южный федеральный округ (по 2009 год),"Сбор, очистка и распределение воды",10813557.5,12998616.0,15810503.5,18560358.39,,24369934.51,26735536.71,27436118.96,28732574.28,,,
    Южный федеральный округ (по 2009 год),"            Сбор, очистка и распределение воды",,,,18560358.39,,23989113.51,,27436118.96,,,,
    Южный федеральный округ (по 2009 год),"                Сбор, очистка и распределение воды",,,,18560358.39,22037284.25,23989113.51,26735536.71,,,,,
    Южный федеральный округ (с 2010 года),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,45331423.8,56938119.21,60988291.9,71021734.36,68995803.45,85289926.1,109798055.4,154962676.75,182819233.6,193189058.14,227064727.72,
    Южный федеральный округ (с 2010 года),    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,41534392.2,52064122.12,53970586.6,62036393.1,62275825.7,75552391.3,98864556.4,140539941.9,168014727.8,179287863.44,211506276.49,
    Южный федеральный округ (с 2010 года),"        Добыча каменного угля,бурого угля и торфа",6020977.4,7394426.7,11311482.7,17261940.5,8419579.0,9015015.8,12655642.8,12788997.3,10267142.8,13099153.8,15690198.04,
    Южный федеральный округ (с 2010 года),        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,35513414.8,44669695.42,42659103.9,44774452.6,53856246.7,66537375.5,86208913.6,127750944.6,157747585.0,166188709.64,195816078.45,
    Южный федеральный округ (с 2010 года),        Добыча урановой и ториевой руд,,,,,,,0.0,,,,,
