region,total,18_30,31_40,41_50,51_60,60_,date
Ивановская область,81103.0,3002.0,4633.0,6252.0,12992.0,54224.0,2017-09-01
Калужская область,77733.0,3284.0,4817.0,6161.0,13665.0,49806.0,2017-09-01
Костромская область,62761.0,2322.0,3748.0,4937.0,11765.0,39989.0,2017-09-01
Курская область,119879.0,5374.0,8525.0,13388.0,27795.0,64797.0,2017-09-01
Липецкая область,122520.0,4376.0,6747.0,10104.0,23775.0,77518.0,2017-09-01
Орловская область,63912.0,2528.0,3669.0,5360.0,11889.0,40466.0,2017-09-01
Рязанская область,136115.0,4183.0,6316.0,9637.0,24225.0,91754.0,2017-09-01
Смоленская область,78072.0,3362.0,5256.0,6897.0,14901.0,47656.0,2017-09-01
Тамбовская область,113953.0,3264.0,5728.0,9486.0,21129.0,74346.0,2017-09-01
Тверская область,100666.0,4053.0,6243.0,8106.0,18279.0,63985.0,2017-09-01
Тульская область,151416.0,5693.0,9013.0,14167.0,29230.0,93313.0,2017-09-01
Ярославская область,109278.0,3005.0,5185.0,7488.0,16057.0,77543.0,2017-09-01
город Москва,1054096.0,30879.0,42841.0,66000.0,157668.0,756708.0,2017-09-01
Московская область,424463.0,17629.0,25475.0,33419.0,71347.0,276593.0,2017-09-01
Северо-Западный федеральный округ,1285918.0,39722.0,60224.0,79292.0,176450.0,930230.0,2017-09-01
Республика Карелия,64275.0,2180.0,3142.0,4190.0,8429.0,46334.0,2017-09-01
Республика Коми,63519.0,3224.0,5379.0,6273.0,12662.0,35981.0,2017-09-01
Архангельская область,87640.0,3333.0,5161.0,6685.0,13261.0,59200.0,2017-09-01
Ненецкий автономный округ,2901.0,141.0,204.0,275.0,546.0,1735.0,2017-09-01
Вологодская область,102463.0,3152.0,5353.0,7026.0,17750.0,69182.0,2017-09-01
Калининградская область,71752.0,2973.0,4443.0,5897.0,11985.0,46454.0,2017-09-01
город Санкт-Петербург,608856.0,13686.0,19271.0,26987.0,64958.0,483954.0,2017-09-01
Ленинградская область,143318.0,4777.0,7696.0,9930.0,22958.0,97957.0,2017-09-01
Мурманская область,29001.0,1609.0,2293.0,2969.0,4750.0,17380.0,2017-09-01
Новгородская область,62699.0,2243.0,3561.0,4611.0,10778.0,41506.0,2017-09-01
Псковская область,49494.0,2404.0,3721.0,4449.0,8373.0,30547.0,2017-09-01
Северо-Кавказский федеральный округ,868741.0,85732.0,108110.0,152172.0,213458.0,309269.0,2017-09-01
Республика Дагестан,281562.0,37059.0,41350.0,58548.0,73848.0,70757.0,2017-09-01
Республика Ингушетия,50353.0,5898.0,6138.0,12127.0,15007.0,11183.0,2017-09-01
Кабардино-Балкарская Республика,56963.0,3957.0,4729.0,7543.0,14362.0,26372.0,2017-09-01
Карачаево-Черкесская Республика,49656.0,3856.0,4498.0,7696.0,13693.0,19913.0,2017-09-01
Республика Северная Осетия-Алания,67258.0,3445.0,4236.0,7621.0,14945.0,37011.0,2017-09-01
Чеченская Республика,144469.0,21700.0,32475.0,36032.0,33010.0,21252.0,2017-09-01
Ставропольский край,218480.0,9817.0,14684.0,22605.0,48593.0,122781.0,2017-09-01
Южный федеральный округ,1208728.0,58406.0,90592.0,127703.0,248539.0,683488.0,2017-09-01
Республика Адыгея,34124.0,1544.0,2421.0,3839.0,7229.0,19091.0,2017-09-01
Республика Калмыкия,21647.0,1961.0,1886.0,2250.0,5322.0,10228.0,2017-09-01
Республика Крым,123835.0,5972.0,10642.0,15574.0,30371.0,61276.0,2017-09-01
Краснодарский край,423534.0,19154.0,26458.0,38119.0,77786.0,262017.0,2017-09-01
Астраханская область,44164.0,3020.0,3935.0,4722.0,8815.0,23672.0,2017-09-01
Волгоградская область,178583.0,7456.0,12004.0,16434.0,31810.0,110879.0,2017-09-01
Ростовская область,363154.0,18482.0,31752.0,44783.0,83679.0,184458.0,2017-09-01
город Севастополь,19687.0,817.0,1494.0,1982.0,3527.0,11867.0,2017-09-01
Приволжский федеральный округ,2277054.0,95624.0,134895.0,179629.0,405082.0,1461824.0,2017-09-01
Республика Башкортостан,262458.0,12114.0,15971.0,20190.0,44684.0,169499.0,2017-09-01
Республика Марий Эл,64263.0,2937.0,3790.0,4680.0,11761.0,41095.0,2017-09-01
Республика Мордовия,71183.0,2705.0,4032.0,6140.0,14731.0,43575.0,2017-09-01
Республика Татарстан,287594.0,13724.0,17372.0,25122.0,58776.0,172600.0,2017-09-01
Удмуртская Республика,106577.0,4844.0,7911.0,9334.0,20297.0,64191.0,2017-09-01
Чувашская Республика,80329.0,3910.0,5105.0,7477.0,15169.0,48668.0,2017-09-01
Кировская область,127600.0,4109.0,6191.0,7644.0,19445.0,90211.0,2017-09-01
Нижегородская область,298119.0,10394.0,13994.0,18663.0,44107.0,210961.0,2017-09-01
Оренбургская область,197655.0,7556.0,10522.0,13650.0,33172.0,132755.0,2017-09-01
Пензенская область,97723.0,3743.0,5643.0,8049.0,17180.0,63108.0,2017-09-01
Пермский край,212369.0,8915.0,13418.0,15661.0,32529.0,141846.0,2017-09-01
Самарская область,219476.0,9246.0,14361.0,20588.0,44115.0,131166.0,2017-09-01
Саратовская область,137471.0,6705.0,9624.0,13181.0,26340.0,81621.0,2017-09-01
Ульяновская область,114237.0,4722.0,6961.0,9250.0,22776.0,70528.0,2017-09-01
Уральский федеральный округ,732555.0,39231.0,56242.0,64156.0,127688.0,445238.0,2017-09-01
Курганская область,75506.0,3298.0,4922.0,6268.0,13589.0,47429.0,2017-09-01
Свердловская область,276738.0,14045.0,21960.0,24700.0,44657.0,171376.0,2017-09-01
Тюменская область,94823.0,5167.0,7300.0,7697.0,16446.0,58213.0,2017-09-01
Ханты-Мансийский автономный округ,47458.0,4039.0,5459.0,5757.0,12050.0,20153.0,2017-09-01
Ямало-Ненецкий автономный округ,13367.0,1287.0,1374.0,1649.0,3524.0,5533.0,2017-09-01
Челябинская область,224663.0,11395.0,15227.0,18085.0,37422.0,142534.0,2017-09-01
Сибирский федеральный округ,1392852.0,78974.0,116843.0,130779.0,257474.0,808782.0,2017-09-01
Республика Алтай,22575.0,1108.0,1734.0,2051.0,4300.0,13382.0,2017-09-01
Республика Тыва,20355.0,2068.0,2907.0,4287.0,4885.0,6208.0,2017-09-01
Республика Хакасия,28475.0,1678.0,2799.0,2830.0,5279.0,15889.0,2017-09-01
Алтайский край,179517.0,8431.0,13492.0,14053.0,29114.0,114427.0,2017-09-01
Кемеровская область,229534.0,11080.0,17450.0,20684.0,45623.0,134697.0,2017-09-01
Новосибирская область,184741.0,9071.0,14358.0,16427.0,33282.0,111603.0,2017-09-01
Омская область,127286.0,6362.0,10035.0,11376.0,23760.0,75753.0,2017-09-01
Томская область,54021.0,3077.0,4679.0,4938.0,9594.0,31733.0,2017-09-01
Красноярский край,178494.0,10818.0,15485.0,17544.0,34258.0,100389.0,2017-09-01
Иркутская область,213345.0,15532.0,19654.0,21404.0,38849.0,117906.0,2017-09-01
Дальневосточный федеральный округ,355904.0,21537.0,31610.0,38191.0,63230.0,201336.0,2017-09-01
Республика Бурятия,73692.0,4752.0,7194.0,7627.0,14770.0,39349.0,2017-09-01
Забайкальский край,80817.0,4997.0,7056.0,7558.0,13760.0,47446.0,2017-09-01
Хабаровский край,69550.0,3829.0,5899.0,7197.0,10683.0,41942.0,2017-09-01
Амурская область,67536.0,3508.0,5277.0,6240.0,12022.0,40489.0,2017-09-01
Камчатский край,13593.0,914.0,1186.0,1526.0,2424.0,7543.0,2017-09-01
Магаданская область,5029.0,395.0,585.0,660.0,1068.0,2321.0,2017-09-01
Сахалинская область,21551.0,1485.0,2190.0,2489.0,3451.0,11936.0,2017-09-01
Еврейская автономная область,13009.0,813.0,1171.0,1221.0,2024.0,7780.0,2017-09-01
Чукотский автономный округ,1558.0,169.0,228.0,261.0,403.0,497.0,2017-09-01
Республика Саха (Якутия),51491.0,4455.0,5431.0,6973.0,12418.0,22214.0,2017-09-01
Приморский край,112587.0,5969.0,9643.0,11624.0,18737.0,66614.0,2017-09-01
г. Байконур,279.0,27.0,30.0,39.0,75.0,108.0,2017-09-01
Российская Федерация,11479696.0,530748.0,771111.0,1025364.0,2063191.0,7089282.0,2017-10-01
Центральный федеральный округ,3367897.0,113767.0,172993.0,253754.0,575555.0,2251828.0,2017-10-01
Белгородская область,216404.0,5947.0,10163.0,15930.0,35809.0,148555.0,2017-10-01
Брянская область,109385.0,4022.0,6508.0,10072.0,21048.0,67735.0,2017-10-01
Владимирская область,129801.0,4172.0,6731.0,9374.0,22097.0,87427.0,2017-10-01
Воронежская область,218374.0,7373.0,11514.0,17572.0,43857.0,138058.0,2017-10-01
Ивановская область,80832.0,2991.0,4617.0,6253.0,12930.0,54041.0,2017-10-01
Калужская область,77822.0,3284.0,4813.0,6189.0,13628.0,49908.0,2017-10-01
Костромская область,62678.0,2308.0,3746.0,4934.0,11745.0,39945.0,2017-10-01
Курская область,120037.0,5348.0,8603.0,13404.0,27729.0,64953.0,2017-10-01
Липецкая область,122164.0,4345.0,6733.0,10077.0,23621.0,77388.0,2017-10-01
Орловская область,63742.0,2516.0,3670.0,5338.0,11804.0,40414.0,2017-10-01
Рязанская область,135856.0,4151.0,6317.0,9590.0,24072.0,91726.0,2017-10-01
Смоленская область,77954.0,3357.0,5246.0,6886.0,14860.0,47605.0,2017-10-01
Тамбовская область,113710.0,3253.0,5736.0,9495.0,21042.0,74184.0,2017-10-01
Тверская область,100437.0,4038.0,6214.0,8088.0,18201.0,63896.0,2017-10-01
Тульская область,150990.0,5643.0,8998.0,14151.0,29098.0,93100.0,2017-10-01
Ярославская область,109105.0,3001.0,5165.0,7486.0,16008.0,77445.0,2017-10-01
город Москва,1051805.0,30450.0,42574.0,65312.0,156461.0,757008.0,2017-10-01
Московская область,426801.0,17568.0,25645.0,33603.0,71545.0,278440.0,2017-10-01
Северо-Западный федеральный округ,1283240.0,39546.0,60277.0,79368.0,175873.0,928176.0,2017-10-01
Республика Карелия,64139.0,2167.0,3131.0,4199.0,8395.0,46247.0,2017-10-01
Республика Коми,63510.0,3200.0,5404.0,6270.0,12634.0,36002.0,2017-10-01
Архангельская область,87569.0,3325.0,5155.0,6677.0,13257.0,59155.0,2017-10-01
Ненецкий автономный округ,2902.0,140.0,202.0,279.0,544.0,1737.0,2017-10-01
Вологодская область,102128.0,3126.0,5353.0,7031.0,17642.0,68976.0,2017-10-01
Калининградская область,71775.0,2960.0,4454.0,5896.0,11957.0,46508.0,2017-10-01
город Санкт-Петербург,607349.0,13641.0,19306.0,27058.0,64731.0,482613.0,2017-10-01
Ленинградская область,143014.0,4773.0,7692.0,9945.0,22886.0,97718.0,2017-10-01
Мурманская область,28907.0,1593.0,2291.0,2969.0,4723.0,17331.0,2017-10-01
Новгородская область,62541.0,2227.0,3567.0,4608.0,10738.0,41401.0,2017-10-01
Псковская область,49406.0,2394.0,3722.0,4436.0,8366.0,30488.0,2017-10-01
Северо-Кавказский федеральный округ,869881.0,85561.0,108356.0,152300.0,213481.0,310183.0,2017-10-01
Республика Дагестан,282621.0,37083.0,41564.0,58725.0,73996.0,71253.0,2017-10-01
Республика Ингушетия,50382.0,5881.0,6110.0,12099.0,15033.0,11259.0,2017-10-01
Кабардино-Балкарская Республика,56935.0,3939.0,4741.0,7524.0,14359.0,26372.0,2017-10-01
Карачаево-Черкесская Республика,49698.0,3831.0,4529.0,7693.0,13676.0,19969.0,2017-10-01
Республика Северная Осетия-Алания,67153.0,3426.0,4227.0,7571.0,14913.0,37016.0,2017-10-01
Чеченская Республика,144711.0,21607.0,32502.0,36093.0,33087.0,21422.0,2017-10-01
Ставропольский край,218381.0,9794.0,14683.0,22595.0,48417.0,122892.0,2017-10-01
Южный федеральный округ,1205726.0,57489.0,89637.0,126946.0,247728.0,683926.0,2017-10-01
Республика Адыгея,34100.0,1539.0,2423.0,3827.0,7211.0,19100.0,2017-10-01
Республика Калмыкия,21666.0,1953.0,1896.0,2239.0,5306.0,10272.0,2017-10-01
Республика Крым,123925.0,5937.0,10637.0,15558.0,30317.0,61476.0,2017-10-01
Краснодарский край,423946.0,19093.0,26545.0,38208.0,77792.0,262308.0,2017-10-01
Астраханская область,44157.0,3005.0,3931.0,4726.0,8798.0,23697.0,2017-10-01
Волгоградская область,178394.0,7404.0,12004.0,16452.0,31704.0,110830.0,2017-10-01
Ростовская область,359882.0,17758.0,30710.0,43951.0,83089.0,184374.0,2017-10-01
город Севастополь,19656.0,800.0,1491.0,1985.0,3511.0,11869.0,2017-10-01
Приволжский федеральный округ,2273566.0,95228.0,135007.0,179416.0,403818.0,1460097.0,2017-10-01
Республика Башкортостан,261703.0,12071.0,15942.0,20150.0,44561.0,168979.0,2017-10-01
Республика Марий Эл,64349.0,2938.0,3824.0,4702.0,11769.0,41116.0,2017-10-01
Республика Мордовия,71113.0,2676.0,4038.0,6111.0,14660.0,43628.0,2017-10-01
Республика Татарстан,287377.0,13655.0,17382.0,25073.0,58621.0,172646.0,2017-10-01
Удмуртская Республика,106383.0,4812.0,7919.0,9339.0,20169.0,64144.0,2017-10-01
Чувашская Республика,80288.0,3890.0,5110.0,7453.0,15188.0,48647.0,2017-10-01
Кировская область,127301.0,4073.0,6209.0,7625.0,19356.0,90038.0,2017-10-01
Нижегородская область,297668.0,10368.0,14005.0,18703.0,43999.0,210593.0,2017-10-01
Оренбургская область,197119.0,7529.0,10494.0,13618.0,33001.0,132477.0,2017-10-01
Пензенская область,97801.0,3731.0,5643.0,8057.0,17167.0,63203.0,2017-10-01
Пермский край,212023.0,8855.0,13425.0,15670.0,32379.0,141694.0,2017-10-01
Самарская область,218687.0,9176.0,14343.0,20470.0,43878.0,130820.0,2017-10-01
Саратовская область,137729.0,6755.0,9690.0,13227.0,26404.0,81653.0,2017-10-01
Ульяновская область,114025.0,4699.0,6983.0,9218.0,22666.0,70459.0,2017-10-01
Уральский федеральный округ,732103.0,39085.0,56359.0,64263.0,127262.0,445134.0,2017-10-01
Курганская область,75434.0,3286.0,4939.0,6282.0,13517.0,47410.0,2017-10-01
Свердловская область,276777.0,14017.0,22025.0,24782.0,44584.0,171369.0,2017-10-01
Тюменская область,94769.0,5152.0,7324.0,7720.0,16365.0,58208.0,2017-10-01
Ханты-Мансийский автономный округ,47478.0,4017.0,5455.0,5770.0,12030.0,20206.0,2017-10-01
Ямало-Ненецкий автономный округ,13335.0,1287.0,1380.0,1645.0,3484.0,5539.0,2017-10-01
Челябинская область,224310.0,11326.0,15236.0,18064.0,37282.0,142402.0,2017-10-01
Сибирский федеральный округ,1391887.0,78586.0,116894.0,131113.0,256472.0,808822.0,2017-10-01
Республика Алтай,22588.0,1109.0,1737.0,2064.0,4287.0,13391.0,2017-10-01
Республика Тыва,20377.0,2074.0,2895.0,4284.0,4904.0,6220.0,2017-10-01
Республика Хакасия,28483.0,1677.0,2781.0,2857.0,5255.0,15913.0,2017-10-01
Алтайский край,179319.0,8402.0,13510.0,14136.0,29001.0,114270.0,2017-10-01
Кемеровская область,229176.0,11013.0,17431.0,20732.0,45317.0,134683.0,2017-10-01
Новосибирская область,184813.0,9016.0,14403.0,16487.0,33174.0,111733.0,2017-10-01
Омская область,127042.0,6306.0,10020.0,11368.0,23640.0,75708.0,2017-10-01
Томская область,54056.0,3060.0,4687.0,4962.0,9571.0,31776.0,2017-10-01
Красноярский край,178595.0,10782.0,15536.0,17605.0,34224.0,100448.0,2017-10-01
Иркутская область,212961.0,15438.0,19641.0,21383.0,38679.0,117820.0,2017-10-01
Дальневосточный федеральный округ,355115.0,21460.0,31559.0,38163.0,62927.0,201006.0,2017-10-01
Республика Бурятия,73729.0,4719.0,7201.0,7650.0,14715.0,39444.0,2017-10-01
Забайкальский край,80748.0,4990.0,7052.0,7585.0,13705.0,47416.0,2017-10-01
Хабаровский край,69339.0,3833.0,5871.0,7201.0,10621.0,41813.0,2017-10-01
Амурская область,67354.0,3475.0,5271.0,6236.0,11944.0,40428.0,2017-10-01
Камчатский край,13588.0,919.0,1184.0,1533.0,2420.0,7532.0,2017-10-01
Магаданская область,5012.0,396.0,579.0,654.0,1060.0,2323.0,2017-10-01
Сахалинская область,21504.0,1468.0,2191.0,2484.0,3435.0,11926.0,2017-10-01
Еврейская автономная область,12976.0,818.0,1171.0,1218.0,2006.0,7763.0,2017-10-01
Чукотский автономный округ,1561.0,170.0,231.0,257.0,404.0,499.0,2017-10-01
Республика Саха (Якутия),51419.0,4441.0,5433.0,6947.0,12367.0,22231.0,2017-10-01
Приморский край,112362.0,5940.0,9628.0,11633.0,18670.0,66491.0,2017-10-01
г. Байконур,281.0,26.0,29.0,41.0,75.0,110.0,2017-10-01
Российская Федерация,11468470.0,529881.0,773284.0,1026839.0,2058781.0,7079685.0,2017-11-01
Центральный федеральный округ,3362916.0,113645.0,173415.0,254022.0,574074.0,2247760.0,2017-11-01
Белгородская область,215825.0,5916.0,10150.0,15906.0,35615.0,148238.0,2017-11-01
Брянская область,109394.0,4013.0,6507.0,10089.0,21030.0,67755.0,2017-11-01
Владимирская область,129591.0,4171.0,6746.0,9366.0,22043.0,87265.0,2017-11-01
Воронежская область,218229.0,7380.0,11520.0,17579.0,43711.0,138039.0,2017-11-01
Ивановская область,80727.0,2977.0,4620.0,6276.0,12900.0,53954.0,2017-11-01
Калужская область,77657.0,3273.0,4833.0,6161.0,13609.0,49781.0,2017-11-01
Костромская область,62463.0,2284.0,3759.0,4918.0,11699.0,39803.0,2017-11-01
Курская область,120122.0,5347.0,8625.0,13467.0,27683.0,65000.0,2017-11-01
Липецкая область,122007.0,4321.0,6763.0,10044.0,23518.0,77361.0,2017-11-01
Орловская область,63656.0,2516.0,3667.0,5347.0,11782.0,40344.0,2017-11-01
Рязанская область,135555.0,4138.0,6313.0,9580.0,23944.0,91580.0,2017-11-01
Смоленская область,77851.0,3351.0,5235.0,6895.0,14814.0,47556.0,2017-11-01
Тамбовская область,113379.0,3242.0,5745.0,9474.0,20958.0,73960.0,2017-11-01
Тверская область,100102.0,4021.0,6201.0,8095.0,18156.0,63629.0,2017-11-01
Тульская область,150601.0,5610.0,9006.0,14104.0,28979.0,92902.0,2017-11-01
Ярославская область,108785.0,2986.0,5165.0,7483.0,15942.0,77209.0,2017-11-01
город Москва,1050019.0,30536.0,42792.0,65523.0,156194.0,754974.0,2017-11-01
Московская область,426953.0,17563.0,25768.0,33715.0,71497.0,278410.0,2017-11-01
Северо-Западный федеральный округ,1280141.0,39472.0,60420.0,79532.0,175488.0,925229.0,2017-11-01
Республика Карелия,64041.0,2166.0,3144.0,4216.0,8381.0,46134.0,2017-11-01
Республика Коми,63528.0,3193.0,5417.0,6299.0,12601.0,36018.0,2017-11-01
Архангельская область,87464.0,3314.0,5152.0,6681.0,13206.0,59111.0,2017-11-01
Ненецкий автономный округ,2901.0,141.0,204.0,279.0,540.0,1737.0,2017-11-01
Вологодская область,101835.0,3118.0,5345.0,7037.0,17574.0,68761.0,2017-11-01
Калининградская область,71729.0,2965.0,4477.0,5898.0,11916.0,46473.0,2017-11-01
город Санкт-Петербург,605392.0,13651.0,19389.0,27153.0,64722.0,480477.0,2017-11-01
Ленинградская область,142786.0,4735.0,7721.0,9962.0,22790.0,97578.0,2017-11-01
Мурманская область,28830.0,1593.0,2288.0,2962.0,4720.0,17267.0,2017-11-01
Новгородская область,62336.0,2214.0,3550.0,4609.0,10681.0,41282.0,2017-11-01
Псковская область,49299.0,2382.0,3733.0,4436.0,8357.0,30391.0,2017-11-01
Северо-Кавказский федеральный округ,871867.0,86017.0,109155.0,152580.0,213768.0,310347.0,2017-11-01
Республика Дагестан,283714.0,37276.0,41926.0,58884.0,74222.0,71406.0,2017-11-01
Республика Ингушетия,50373.0,5887.0,6100.0,12053.0,15014.0,11319.0,2017-11-01
Кабардино-Балкарская Республика,56952.0,3937.0,4765.0,7501.0,14382.0,26367.0,2017-11-01
Карачаево-Черкесская Республика,49705.0,3814.0,4527.0,7693.0,13644.0,20027.0,2017-11-01
Республика Северная Осетия-Алания,67019.0,3428.0,4220.0,7573.0,14883.0,36915.0,2017-11-01
Чеченская Республика,146038.0,21906.0,32930.0,36341.0,33305.0,21556.0,2017-11-01
Ставропольский край,218066.0,9769.0,14687.0,22535.0,48318.0,122757.0,2017-11-01
Южный федеральный округ,1205596.0,57211.0,89792.0,127082.0,247515.0,683996.0,2017-11-01
Республика Адыгея,34143.0,1543.0,2449.0,3834.0,7224.0,19093.0,2017-11-01
Республика Калмыкия,21676.0,1948.0,1898.0,2234.0,5299.0,10297.0,2017-11-01
Республика Крым,123840.0,5898.0,10649.0,15569.0,30192.0,61532.0,2017-11-01
Краснодарский край,424213.0,19052.0,26630.0,38340.0,77845.0,262346.0,2017-11-01
Астраханская область,44230.0,2986.0,3936.0,4734.0,8829.0,23745.0,2017-11-01
Волгоградская область,178160.0,7359.0,12031.0,16489.0,31661.0,110620.0,2017-11-01
Ростовская область,359567.0,17623.0,30701.0,43885.0,82947.0,184411.0,2017-11-01
город Севастополь,19767.0,802.0,1498.0,1997.0,3518.0,11952.0,2017-11-01
Приволжский федеральный округ,2270896.0,94907.0,135252.0,179573.0,402695.0,1458469.0,2017-11-01
Республика Башкортостан,261442.0,12071.0,16004.0,20144.0,44650.0,168573.0,2017-11-01
Республика Марий Эл,64125.0,2924.0,3836.0,4667.0,11676.0,41022.0,2017-11-01
Республика Мордовия,71068.0,2665.0,4044.0,6099.0,14601.0,43659.0,2017-11-01
Республика Татарстан,287104.0,13615.0,17414.0,25040.0,58455.0,172580.0,2017-11-01
Удмуртская Республика,106198.0,4783.0,7918.0,9334.0,20089.0,64074.0,2017-11-01
Чувашская Республика,80236.0,3860.0,5096.0,7472.0,15122.0,48686.0,2017-11-01
Кировская область,127143.0,4067.0,6226.0,7626.0,19269.0,89955.0,2017-11-01
Нижегородская область,297160.0,10341.0,14004.0,18769.0,43799.0,210247.0,2017-11-01
Оренбургская область,196543.0,7469.0,10495.0,13584.0,32862.0,132133.0,2017-11-01
Пензенская область,97882.0,3710.0,5664.0,8098.0,17190.0,63220.0,2017-11-01
Пермский край,211507.0,8809.0,13444.0,15702.0,32207.0,141345.0,2017-11-01
Самарская область,218523.0,9164.0,14362.0,20518.0,43695.0,130784.0,2017-11-01
Саратовская область,138049.0,6763.0,9745.0,13314.0,26484.0,81743.0,2017-11-01
Ульяновская область,113916.0,4666.0,7000.0,9206.0,22596.0,70448.0,2017-11-01
Уральский федеральный округ,731369.0,38982.0,56464.0,64370.0,126886.0,444667.0,2017-11-01
Курганская область,75424.0,3275.0,4964.0,6284.0,13475.0,47426.0,2017-11-01
Свердловская область,276366.0,14000.0,22015.0,24862.0,44490.0,170999.0,2017-11-01
Тюменская область,94643.0,5122.0,7354.0,7695.0,16283.0,58189.0,2017-11-01
Ханты-Мансийский автономный округ,47555.0,4034.0,5473.0,5776.0,12003.0,20269.0,2017-11-01
Ямало-Ненецкий автономный округ,13347.0,1287.0,1371.0,1657.0,3496.0,5536.0,2017-11-01
Челябинская область,224034.0,11264.0,15287.0,18096.0,37139.0,142248.0,2017-11-01
Сибирский федеральный округ,1390839.0,78244.0,117192.0,131383.0,255543.0,808477.0,2017-11-01
Республика Алтай,22577.0,1099.0,1747.0,2087.0,4254.0,13390.0,2017-11-01
Республика Тыва,20434.0,2066.0,2898.0,4279.0,4936.0,6255.0,2017-11-01
Республика Хакасия,28540.0,1673.0,2793.0,2868.0,5261.0,15945.0,2017-11-01
Алтайский край,179109.0,8333.0,13527.0,14212.0,28886.0,114151.0,2017-11-01
Кемеровская область,228697.0,10968.0,17457.0,20739.0,45038.0,134495.0,2017-11-01
Новосибирская область,184680.0,8985.0,14411.0,16480.0,33066.0,111738.0,2017-11-01
Омская область,126961.0,6305.0,10035.0,11413.0,23569.0,75639.0,2017-11-01
Томская область,53988.0,3069.0,4699.0,4947.0,9527.0,31746.0,2017-11-01
Красноярский край,178803.0,10727.0,15627.0,17670.0,34169.0,100610.0,2017-11-01
Иркутская область,212711.0,15359.0,19738.0,21412.0,38530.0,117672.0,2017-11-01
Дальневосточный федеральный округ,354564.0,21376.0,31566.0,38255.0,62736.0,200631.0,2017-11-01
Республика Бурятия,73699.0,4684.0,7219.0,7648.0,14656.0,39492.0,2017-11-01
Забайкальский край,80640.0,4976.0,7041.0,7628.0,13651.0,47344.0,2017-11-01
Хабаровский край,69150.0,3820.0,5872.0,7235.0,10585.0,41638.0,2017-11-01
Амурская область,67238.0,3456.0,5291.0,6243.0,11882.0,40366.0,2017-11-01
Камчатский край,13540.0,910.0,1175.0,1535.0,2406.0,7514.0,2017-11-01
Магаданская область,5026.0,397.0,586.0,662.0,1060.0,2321.0,2017-11-01
Сахалинская область,21564.0,1475.0,2215.0,2503.0,3462.0,11909.0,2017-11-01
Еврейская автономная область,12969.0,814.0,1172.0,1215.0,2005.0,7763.0,2017-11-01
Чукотский автономный округ,1552.0,167.0,230.0,259.0,399.0,497.0,2017-11-01
Республика Саха (Якутия),51437.0,4426.0,5441.0,6958.0,12315.0,22297.0,2017-11-01
Приморский край,112088.0,5911.0,9584.0,11645.0,18622.0,66326.0,2017-11-01
г. Байконур,282.0,27.0,28.0,42.0,76.0,109.0,2017-11-01
Российская Федерация,11460266.0,527325.0,774278.0,1027246.0,2053157.0,7078260.0,2017-12-01
Центральный федеральный округ,3358730.0,113076.0,173503.0,253929.0,572056.0,2246166.0,2017-12-01
Белгородская область,215173.0,5866.0,10151.0,15863.0,35487.0,147806.0,2017-12-01
Брянская область,109404.0,3993.0,6499.0,10110.0,21034.0,67768.0,2017-12-01
Владимирская область,129352.0,4146.0,6735.0,9380.0,21903.0,87188.0,2017-12-01
Воронежская область,218157.0,7353.0,11531.0,17594.0,43573.0,138106.0,2017-12-01
Ивановская область,80575.0,2965.0,4614.0,6268.0,12828.0,53900.0,2017-12-01
Калужская область,77674.0,3247.0,4831.0,6173.0,13623.0,49800.0,2017-12-01
Костромская область,62327.0,2272.0,3758.0,4919.0,11603.0,39775.0,2017-12-01
Курская область,120169.0,5324.0,8633.0,13488.0,27668.0,65056.0,2017-12-01
Липецкая область,121740.0,4272.0,6774.0,10046.0,23415.0,77233.0,2017-12-01
Орловская область,63533.0,2502.0,3664.0,5349.0,11723.0,40295.0,2017-12-01
Рязанская область,135276.0,4118.0,6308.0,9540.0,23841.0,91469.0,2017-12-01
Смоленская область,77718.0,3314.0,5247.0,6906.0,14758.0,47493.0,2017-12-01
Тамбовская область,113243.0,3224.0,5761.0,9465.0,20912.0,73881.0,2017-12-01
Тверская область,99999.0,3992.0,6191.0,8076.0,18072.0,63668.0,2017-12-01
Тульская область,150567.0,5579.0,9016.0,14123.0,28907.0,92942.0,2017-12-01
Ярославская область,108468.0,2963.0,5175.0,7461.0,15870.0,76999.0,2017-12-01
город Москва,1048183.0,30341.0,42748.0,65366.0,155403.0,754325.0,2017-12-01
Московская область,427172.0,17605.0,25867.0,33802.0,71436.0,278462.0,2017-12-01
Северо-Западный федеральный округ,1279228.0,39247.0,60463.0,79628.0,174797.0,925093.0,2017-12-01
Республика Карелия,63950.0,2150.0,3112.0,4218.0,8357.0,46113.0,2017-12-01
Республика Коми,63516.0,3176.0,5408.0,6320.0,12538.0,36074.0,2017-12-01
Архангельская область,87456.0,3281.0,5150.0,6697.0,13217.0,59111.0,2017-12-01
Ненецкий автономный округ,2908.0,138.0,209.0,274.0,540.0,1747.0,2017-12-01
Вологодская область,101642.0,3101.0,5345.0,7035.0,17465.0,68696.0,2017-12-01
Калининградская область,71576.0,2953.0,4465.0,5914.0,11874.0,46370.0,2017-12-01
город Санкт-Петербург,605169.0,13579.0,19449.0,27207.0,64428.0,480506.0,2017-12-01
Ленинградская область,142770.0,4722.0,7723.0,9990.0,22707.0,97628.0,2017-12-01
Мурманская область,28836.0,1581.0,2305.0,2975.0,4724.0,17251.0,2017-12-01
